index,sha256,filename,path,lectures,topics,relevance
193,93be6a28b55a21ddd2a6b5c987a14a357dbbee0ee5d979d17229a3b8ca0e054b,Lung-Abscess.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Lung-Abscess.png,P31 - Review of Pneumonia - Pathology and Pharmacology | P39 - Clinical Pathology & Imaging - Interactive Workshop,lung abscess | aspiration | cavitary lesion,"Composite overview links aspiration risk, cavitary imaging, air-fluid level, and prolonged antimicrobial treatment in lung abscess."
194,ad8a3a7a6dfb3372117748b4a77c23d366c09cf6f2f53e5a89ec51c979a532ed,Lung-Anatomy-Lobes-Overview.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Lung-Anatomy-Lobes-Overview.png,P2 - Structure and Volumes,Lung Anatomy Lobes Overview,Visually verified course-aligned reference for Structure and Volumes: Lung Anatomy Lobes Overview.
195,fedc426d4c175f2de4cee72846a7050bf2338f57ad5cc655b2cb9ac10be7635b,Lung-Compliance-Emphysema-vs-Fibrosis.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Lung-Compliance-Emphysema-vs-Fibrosis.png,"P10 - Physiology Six-Case Workshop | P24 - Diseases of the Respiratory Tract - Part 2 - Restrictive Disease (Pathology) | P35 - Acute Respiratory Failure | P4 - Mechanics, Compliance and Ventilation | P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases | P9 - Pulmonary Physiology Review",Lung Compliance Emphysema vs Fibrosis,Visually verified course-aligned reference for Physiology Six-Case Workshop: Lung Compliance Emphysema vs Fibrosis.
196,8c1ecb60811f4a514507f951ca10421cd217867c049646c164352a76de5b0126,Lung-Compliance-Hysteresis.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Lung-Compliance-Hysteresis.png,"P4 - Mechanics, Compliance and Ventilation",Lung Compliance Hysteresis,"Visually verified course-aligned reference for Mechanics, Compliance and Ventilation: Lung Compliance Hysteresis."
197,d5e1d000091b2f3b0a94b4b0b09c3b62e20c430723d142f9ec48c0091429b664,Lung-Volume-Changes-After-Surfactant.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Lung-Volume-Changes-After-Surfactant.jpg,P3 - Airway and Vascular Flow,Lung Volume Changes After Surfactant,Visually verified course-aligned reference for Airway and Vascular Flow: Lung Volume Changes After Surfactant.
198,8289e292fa7af14111990f3a5009c05a5aad5eafe170cd3155ee6486ec25c898,Lung-Volume-Pressure-Changes-During-Breathing.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Lung-Volume-Pressure-Changes-During-Breathing.png,"P11 - Physiology Practice Question Review | P4 - Mechanics, Compliance and Ventilation",Lung Volume Pressure Changes During Breathing,Visually verified course-aligned reference for Physiology Practice Question Review: Lung Volume Pressure Changes During Breathing.
199,4fb5f3bcf4abef35717fea08f35c4727fcd382241554c550b1db91205c8dce7a,Lung-Volumes-and-Pulmonary-Vascular-Resistance.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Lung-Volumes-and-Pulmonary-Vascular-Resistance.png,P3 - Airway and Vascular Flow | Pulmonary - Comprehensive Study Guide,Lung Volumes and Pulmonary Vascular Resistance,Visually verified course-aligned reference for Airway and Vascular Flow: Lung Volumes and Pulmonary Vascular Resistance.
200,7fc136a7b6bd4195b44cfba9425bff1189e70540793c04d012a3e1620f86b0aa,Lung-Volumes-in-Obstructive-and-Restrictive-Lung-Disease.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Lung-Volumes-in-Obstructive-and-Restrictive-Lung-Disease.jpg,"P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases",Lung Volumes in Obstructive and Restrictive Lung Disease,"Visually verified course-aligned reference for Spirometry, Obstructive and Restrictive Pulmonary Diseases: Lung Volumes in Obstructive and Restrictive Lung Disease."
201,00cc3f3f3ff7307c895e80779e2a124a96dcf247b1bd76d747c35662313da66d,Mechanism of action- asthma medication.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Mechanism of action- asthma medication.jpg,P22-23 - Drugs Used for Treatment of Asthma and COPD,asthma pharmacology | beta2 agonists | corticosteroids | biologics,"Integrated airway diagram locates beta2 agonists, steroids, antimuscarinics, leukotriene modifiers, and biologics along the inflammatory and smooth-muscle pathways."
202,e7dd26532107d1f00721d960493cdb423bebd782128e2d37686529e524d23cb1,Mesothelioma-Ct.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Mesothelioma-Ct.jpg,P27.2 - Chest X-Ray Final Review,mesothelioma | pleural thickening | CT,Shows circumferential pleural thickening and effusion typical of malignant mesothelioma.
203,c8af5416be3c67c842c5254e1c0b7c9ec531a25bed5b84e5eb626c8f17c50512,miliary-tuberculosis.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/miliary-tuberculosis.jpg,P18 - Basic Interpretation of Chest X-Ray | P39 - Clinical Pathology & Imaging - Interactive Workshop,miliary tuberculosis | nodular interstitial pattern,Compares the classic diffuse miliary nodular pattern on radiograph and CT.
204,5e1c154896bd56ffd929f56a11323eb5e28e9d23c12c6005617d9b3cc61b09d6,Mycoplasma Pneumonia.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Mycoplasma Pneumonia.png,P28 - Microbiology of Pneumonia - Bacterial Infections | P39 - Clinical Pathology & Imaging - Interactive Workshop,Microbiology | Diagnostics,Provides a verified lecture-aligned visual anchor for Mycoplasma Pneumonia
205,d61c127f36ae8c464e89bdea9b6c4159cdcb2c044937947c4226eb110ac1cba0,Natural-History-of-Lobar-Pneumonia.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Natural-History-of-Lobar-Pneumonia.png,P31 - Review of Pneumonia - Pathology and Pharmacology,lobar pneumonia | pathology stages | resolution,"Summarizes the classic congestion, red hepatization, gray hepatization, and resolution sequence of lobar pneumonia."
206,5b2b5535a08c60af0c7f1dc21a4267b6018b7cb4d042c0d444cb7484df188b0c,Natural-History-of-Obstructive-Lung-Disease.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Natural-History-of-Obstructive-Lung-Disease.png,P34 - Respiratory Medicine Clinical Case Studies - Obstructive Diseases (Pathophysiology),COPD | smoking cessation | FEV1 decline,Natural-history curves show accelerated decline and the value of smoking cessation.
207,68ec1fe8fe7f397fc39b4aebe9ef3f1ea7b3ab0e20d4c8e605d55d4ed7071634,Neonatal-Respiratory-Distress-Syndrome-Hyaline-Membranes.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Neonatal-Respiratory-Distress-Syndrome-Hyaline-Membranes.png,P39 - Clinical Pathology & Imaging - Interactive Workshop,neonatal RDS | histology,"Paired normal and RDS histology identifies collapse, congestion, and hyaline membranes."
208,eb3cfe89f50148d9117343c7514485a132f63b2dd26dadf879eb8954e0186ad0,Normal Flow-Volume Loop.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Normal Flow-Volume Loop.jpg,P37 - Advanced Spirometry Review - Interactive Workshop,flow-volume loop | normal spirometry,"Clear labeled normal flow-volume loop preserves expiratory and inspiratory limbs, volume direction, and intermediate flows."
209,16b0f62fb582da73567c854a73c139ce3b78e581f053aad3d91cd963642a0479,Normal-and-Pathologic-Ventilation-Table.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Normal-and-Pathologic-Ventilation-Table.png,P35 - Acute Respiratory Failure,ventilatory pump failure | controller failure | obstruction | restriction,"Comparison table organizes normal ventilation against impaired drive, neuromuscular weakness, obstruction, and restrictive load."
210,df11285b9de951d8d817f0ef608fd549c77195da1543bc7453f77c2910472cad,O2-Co2-Partial-Pressure-Blood-Air-Barrier-Table.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/O2-Co2-Partial-Pressure-Blood-Air-Barrier-Table.png,"P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport",O2 Co2 Partial Pressure Blood Air Barrier Table,"Visually verified course-aligned reference for Gas Exchange, Part 1 - Pressures, Diffusion and Transport: O2 Co2 Partial Pressure Blood Air Barrier Table."
211,08daaccc2c144d8be70d5dee614900f2a29d7d093df3a3db6327a25dfc6f728d,Obstructive sleep apnea.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Obstructive sleep apnea.jpg,P21 - Overview of Sleep Disorders,OSA | upper airway anatomy,Anatomic comparison shows normal airflow and pharyngeal collapse in OSA.
212,06381381d8157b720ad6dfe4d58e3f07add6b248c9d2540401c0f503f0f6aa01,obstructive-lung-diseases.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/obstructive-lung-diseases.png,P19 - Obstructive Diseases and Airway Diseases,obstructive lung disease | pathology overview,"Compact pathology overview linking asthma, chronic bronchitis, emphysema, bronchiectasis, cystic fibrosis, and bronchiolitis to representative visuals."
213,ca17da40fe74b420736706c027ad406377126abdfad074949303fff669797093,obstructive-sleep-apnea.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/obstructive-sleep-apnea.jpg,P21 - Overview of Sleep Disorders | Pulmonary - Comprehensive Study Guide,OSA | diagnostic tracing | respiratory effort,Tracing shows airflow pauses while thoracic and abdominal effort continues.
214,eb46780f1fc273a0d94f666c4499ca45ac0b938da6c772b9ff351fa12c5f2aae,Omega-Shaped Epiglottis.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Omega-Shaped Epiglottis.jpg,P33 - Otolaryngology - Upper Airway Pathology,laryngomalacia | omega epiglottis | endoscopy,Endoscopic view of omega-shaped epiglottis and supraglottic collapse.
215,3b8ac50e39903374cab0e7fe592fc71e3aec41176d616762cede8d7453e72bb4,Outpatient-Treatment-of-Community-Acquired-Pneumonia.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Outpatient-Treatment-of-Community-Acquired-Pneumonia.png,P31 - Review of Pneumonia - Pathology and Pharmacology,community-acquired pneumonia | outpatient treatment | antibiotics,Algorithm summarizes outpatient community-acquired pneumonia antibiotic selection by comorbidity and resistance risk.
216,05d14d51dcbcc1b45570fec5599172f74fe4a77ae659f897a2881369eb2bab57,Overview of Flow-Volume Loops.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Overview of Flow-Volume Loops.jpg,P37 - Advanced Spirometry Review - Interactive Workshop,flow-volume loops | pattern recognition | upper airway obstruction,"Compact comparison shows normal, obstructive, restrictive, and several large-airway obstruction morphologies."
217,26fcfeb8d01abb49bac8dda2d6fc3e892ec456b12313e4c0ddaaf72f3ff0a28a,Oxygen-Carboxyhemoglobin-Dissociation-Curve.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Oxygen-Carboxyhemoglobin-Dissociation-Curve.png,"P11 - Physiology Practice Question Review | P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport",Oxygen Carboxyhemoglobin Dissociation Curve,Visually verified course-aligned reference for Physiology Practice Question Review: Oxygen Carboxyhemoglobin Dissociation Curve.
218,e8343acf0c54ff3190e82aeef0b5dc56e1c09c0e4ac9d7f2f3b1237a2ecc4842,Oxygen-Hemoglobin-Dissociation-Curve.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Oxygen-Hemoglobin-Dissociation-Curve.png,"P11 - Physiology Practice Question Review | P6 - Gas Exchange, Part 1 - Pressures, Diffusion and Transport | P9 - Pulmonary Physiology Review | Pulmonary - Comprehensive Study Guide",Oxygen Hemoglobin Dissociation Curve,Visually verified course-aligned reference for Physiology Practice Question Review: Oxygen Hemoglobin Dissociation Curve.
219,e2065d09f235349a5efb222782269442db45baeaa1929cc2e2a2b62ce8fafddc,Oxygen-Levels-at-Altitude.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Oxygen-Levels-at-Altitude.png,P10 - Physiology Six-Case Workshop | P8 - Control of Ventilation,Oxygen Levels at Altitude,Visually verified course-aligned reference for Physiology Six-Case Workshop: Oxygen Levels at Altitude.
220,de6f91aa910bb85536e0f176319af8733f8aef38d74fc45cc602e79f89258934,P002 Lobar Pneumonia Acute Alveolar Inflammation Histology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P002 Lobar Pneumonia Acute Alveolar Inflammation Histology.png,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology) | P26.2 - Lung Infections - Pathology Review and Study Supplement | P31 - Review of Pneumonia - Pathology and Pharmacology | Pulmonary - Comprehensive Study Guide",Pathology,P26.2 (p.8) shows histology of acute inflammation/neutrophilic exudate filling alveoli in lobar pneumonia; this is the matching intra-alveolar exudate histology
221,fb5252b1250e75889f520dec222118a9c0ad5c6d5849321d91d2f44d72d746ee,P002 Lobar Pneumonia CXR.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P002 Lobar Pneumonia CXR.png,P35 - Acute Respiratory Failure | Pulmonary - Comprehensive Study Guide,pneumonia | lobar consolidation | gas exchanger failure,A focal lobar consolidation mirrors the RM case used to teach pneumonia as gas-exchanger failure.
222,6c39fdc46bc27065d8379553ab9e4d7f4943debce750610a55d5f351c372dcb6,P002 Lobar Pneumonia Red Hepatization Gross.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P002 Lobar Pneumonia Red Hepatization Gross.png,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology) | P26.2 - Lung Infections - Pathology Review and Study Supplement | P31 - Review of Pneumonia - Pathology and Pharmacology",Pathology,P26.2 (p.9-10) compares gross lobar consolidation patterns; this gross specimen shows sharply demarcated whole-lobe consolidation matching the lobar pneumonia half of the bronchopneumonia-vs-lobar comparison
223,79a091b936afcb1829b4d0887e5577570236efd145fc4bb020569ead89879554,P002 Lung Anatomy.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P002 Lung Anatomy.png,P2 - Structure and Volumes,Lung Anatomy,Visually verified course-aligned reference for Structure and Volumes: Lung Anatomy.
224,a64b9e4c63db32bfdda401d2450b88be87a8762e3e8e6b6044315607279b0332,P002 Vocal Cord Nodules Gross.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P002 Vocal Cord Nodules Gross.png,P33 - Otolaryngology - Upper Airway Pathology,vocal fold nodules | phonotrauma | laryngoscopy,Laryngoscopic appearance of paired vocal-fold nodules from phonotrauma.
225,eb7acb831a48e6f93a64e4354114e882fb44d7c2af176d205ec85f6d2f6c2aef,P003 Bronchopneumonia CXR.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P003 Bronchopneumonia CXR.png,P39 - Clinical Pathology & Imaging - Interactive Workshop,bronchopneumonia | CXR,CXR demonstrates patchy multifocal air-space opacities.
226,3f878896878869ad13731801bfcedd4b0139c275e994867f7785ef62764d3ae2,P003 Bronchopneumonia Gross.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P003 Bronchopneumonia Gross.png,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology) | P26.2 - Lung Infections - Pathology Review and Study Supplement | P39 - Clinical Pathology & Imaging - Interactive Workshop",Pathology,P26.2 (p.9) directly compares Bronchopneumonia vs Lobar Pneumonia gross specimens (patchy multilobar consolidation vs whole-lobe consolidation); this is the bronchopneumonia half of that named comparison
227,cdfe9cba4d7645d28e79f876d232a1420e663516bc2b22c8fd3f3e2661fe74e0,P003 Interstitial Pneumonia Inflammatory Infiltrate Histology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P003 Interstitial Pneumonia Inflammatory Infiltrate Histology.png,P26.2 - Lung Infections - Pathology Review and Study Supplement,viral pneumonia | interstitium | histology,Contrasts viral-pattern interstitial inflammation with bacterial alveolar filling.
228,a30a31e9e4a221fe485576ba6ef6ea5ca09a5e487cff163bf093b1381063758a,P005 Tuberculosis Caseating Granuloma Histology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P005 Tuberculosis Caseating Granuloma Histology.png,P26.2 - Lung Infections - Pathology Review and Study Supplement,tuberculosis | caseating granuloma | histology,Shows central caseation with peripheral granulomatous inflammation in tuberculosis.
229,831fc7e6aceebf325a84c8d603ba00e02d1e47ce3e2242fff5e33994d3a53d77,P005 Tuberculosis Ghon Complex Gross.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P005 Tuberculosis Ghon Complex Gross.png,P26.2 - Lung Infections - Pathology Review and Study Supplement,tuberculosis | Ghon focus | Ghon complex,Demonstrates the lung focus and nodal component of a primary tuberculosis Ghon complex.
230,3ae5b770aad2e3c9e79f55f6b95eb3757607adbfb2b667b4d7c480f07ae94734,P006 Chronic Bronchitis Histology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P006 Chronic Bronchitis Histology.png,P34 - Respiratory Medicine Clinical Case Studies - Obstructive Diseases (Pathophysiology),chronic bronchitis | mucus glands | histology,Bronchial-gland enlargement illustrates mucus hypersecretion in chronic bronchitis.
231,4ef845ed49ae2358b17ae703d65e96583a50ff82e0607ebe8be5d0e8231ff1ee,P006 Emphysema Histology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P006 Emphysema Histology.png,P39 - Clinical Pathology & Imaging - Interactive Workshop,emphysema | histology,Histology shows enlarged air spaces and alveolar-wall destruction.
232,a74f695426b14d81445d276e5483c2b5b44b5b7720400a61c3e2ceb5da4605ea,P007 Emphysema Increased AP Diameter CXR.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P007 Emphysema Increased AP Diameter CXR.png,P34 - Respiratory Medicine Clinical Case Studies - Obstructive Diseases (Pathophysiology),emphysema | hyperinflation | chest radiograph,Lateral radiograph shows increased AP diameter and hyperinflation in emphysema.
233,02f8a0ecb0be12d84c33248fb2bf6c91470be1569b6ba2da25d758f5541064c0,P008 Idiopathic Pulmonary Fibrosis Histology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P008 Idiopathic Pulmonary Fibrosis Histology.png,P17 - Introduction to Respiratory Pathophysiology | P24 - Diseases of the Respiratory Tract - Part 2 - Restrictive Disease (Pathology),pulmonary fibrosis | maladaptive repair | histology,Histology shows distorted architecture and interstitial fibrosis as an outcome of maladaptive repair.
234,32cb082b5eb075c9e4679a2c253ff8aced899657613a3a8e54adf9c0a305daed,P009 Asbestos Bodies Histology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P009 Asbestos Bodies Histology.png,P24 - Diseases of the Respiratory Tract - Part 2 - Restrictive Disease (Pathology),asbestos | histology,Shows characteristic ferruginous/asbestos bodies.
235,3eab48127f697daaaf8ba978ddfd2a055d084cdd6ce77ae51737339c9affca2f,P010 ARDS Hyaline Membranes Histology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P010 ARDS Hyaline Membranes Histology.png,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology) | P35 - Acute Respiratory Failure | P39 - Clinical Pathology & Imaging - Interactive Workshop | Pulmonary - Comprehensive Study Guide",Pathology | Diagnostics,Provides a verified lecture-aligned visual anchor for P010 ARDS Hyaline Membranes Histology
236,60a557bb94fd88ebe20fcb962d93f64f3b631e54e2a6bce9bc84184dd8a8f32a,P010 Primary Pulmonary Hypertension Plexiform Lesion.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P010 Primary Pulmonary Hypertension Plexiform Lesion.png,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology) | P32 - Pulmonary Hypertension - A Clinical Reasoning Approach | Pulmonary - Comprehensive Study Guide",Pathology | Diagnostics,Provides a verified lecture-aligned visual anchor for P010 Primary Pulmonary Hypertension Plexiform Lesion
237,a3d744da5c79b4098be242a36b947dab7a547986f2e707dcbd87a95237c61962,P013 Adenocarcinoma Peripheral Lung Gross.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P013 Adenocarcinoma Peripheral Lung Gross.png,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology)",Pathology | Diagnostics,Provides a verified lecture-aligned visual anchor for P013 Adenocarcinoma Peripheral Lung Gross
238,e56a49f9ee35025cb6aad41c371c6cca3ee8ac6406fb137729610aa9016ed029,P013 Carcinoid Tumor Polypoid Bronchial Gross.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P013 Carcinoid Tumor Polypoid Bronchial Gross.png,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology)",Pathology | Diagnostics,Provides a verified lecture-aligned visual anchor for P013 Carcinoid Tumor Polypoid Bronchial Gross
239,f190f72086f1a2cddfc46e7acd702ff46de8962ec119e87fa01cf09114bfd689,P013 Neonatal Respiratory Distress Syndrome Ground Glass CXR.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P013 Neonatal Respiratory Distress Syndrome Ground Glass CXR.png,P27.2 - Chest X-Ray Final Review | P39 - Clinical Pathology & Imaging - Interactive Workshop,neonatal RDS | ground-glass opacity | air bronchograms,Shows low-volume granular/ground-glass lungs with air bronchograms in neonatal RDS.
240,7a26c069de6f042b8a44ed20dc01747a64e99a7f24119c5fff2cb2b4e41807a1,P013 Small Cell Carcinoma Histology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P013 Small Cell Carcinoma Histology.png,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology) | Pulmonary - Comprehensive Study Guide",Pathology | Diagnostics,Provides a verified lecture-aligned visual anchor for P013 Small Cell Carcinoma Histology
241,e542bcd85a2e1f7b1e3c6282efd9de531f6e239e6a80820d6e45456764cf9a04,P013 Squamous Cell Carcinoma Central Lung Gross.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P013 Squamous Cell Carcinoma Central Lung Gross.png,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology) | P39 - Clinical Pathology & Imaging - Interactive Workshop",Pathology | Diagnostics,Provides a verified lecture-aligned visual anchor for P013 Squamous Cell Carcinoma Central Lung Gross
242,179711384952812c014659020793f0ab3f04ef845e21d9a55564115f8c0fe7d7,P014 Mesothelioma Encasing Lung Gross.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P014 Mesothelioma Encasing Lung Gross.png,"P26 - Diseases of the Respiratory Tract - Part 3 - Vascular, Cancer, Other Disease (Pathology)",Pathology | Diagnostics,Provides a verified lecture-aligned visual anchor for P014 Mesothelioma Encasing Lung Gross
243,891b3925b2961a41cd262367eb4b0497b501647fe7794d0fdec4f502ef77f6e2,P016 Choanal Atresia.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P016 Choanal Atresia.png,P33 - Otolaryngology - Upper Airway Pathology,choanal atresia | congenital nasal obstruction,"CT/anatomic views of choanal atresia, the opening diagnosis associated with CHARGE."
244,d7ef2a374d629b1eb7c5ee79927f38c6f3c1c095358d9d636a44422f48471f94,P019 Airflow and Airway Resistance 01.jpeg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P019 Airflow and Airway Resistance 01.jpeg,P3 - Airway and Vascular Flow | P35 - Acute Respiratory Failure,Airflow and Airway Resistance 01,Visually verified course-aligned reference for Airway and Vascular Flow: Airflow and Airway Resistance 01.
245,b78da7b8076e9c19ffefda8aad9cd57c66e5cb3b54b93e79434b6cfd25a13535,P019 Airflow and Airway Resistance 03.jpeg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P019 Airflow and Airway Resistance 03.jpeg,P3 - Airway and Vascular Flow | P35 - Acute Respiratory Failure,Airflow and Airway Resistance 03,Visually verified course-aligned reference for Airway and Vascular Flow: Airflow and Airway Resistance 03.
246,4b9b8641a4673b5f152f8dec821f9e9b2267b9172b84dc86cc45b1b91763f186,P022 Pulmonary Hypoplasia.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P022 Pulmonary Hypoplasia.png,P36 - Pulmonary Developmental Anomalies,pulmonary hypoplasia | oligohydramnios | fetal development,Simple oligohydramnios schematic anchors an important secondary mechanism of pulmonary hypoplasia.
247,f2ec4f5d34dd9933e6c45fe07871fd42cd2a3136b5315125a15313753a730745,P023 Bronchopulmonary Dysplasia.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P023 Bronchopulmonary Dysplasia.png,P37 - Advanced Spirometry Review - Interactive Workshop,bronchopulmonary dysplasia | alveolar simplification | development,Alveolar schematic contrasts normal development with simplified damaged alveoli in BPD.
248,e9135c2fd1eda739793b77fdc1d8f7990a66a074cb054ce8fda16e4ea1f75ba5,P025 Bronchogenic Cysts.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P025 Bronchogenic Cysts.png,P36 - Pulmonary Developmental Anomalies,bronchogenic cyst | chest radiograph | CT,Paired chest radiograph and CT show a central bronchogenic cyst and its effect on adjacent thoracic structures.
249,886182b6fbe2cf9a29546710a957eebc5193dd3552ee78c74694c3c52e3303ee,P027 Neonatal Respiratory Distress Syndrome.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P027 Neonatal Respiratory Distress Syndrome.png,P39 - Clinical Pathology & Imaging - Interactive Workshop,neonatal RDS | CXR,Second neonatal radiograph reinforces diffuse air-space disease and air bronchograms.
250,ab459d785f273df43bf02a03dd867bedf25a0b867f573c26e02b3a2dae9c90de,P038 Foreign Body Aspiration.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P038 Foreign Body Aspiration.png,P10 - Physiology Six-Case Workshop | P20 - Radiology of Obstructive Lung Disease,Foreign Body Aspiration,Visually verified course-aligned reference for Physiology Six-Case Workshop: Foreign Body Aspiration.
251,641dcfa0db60bda2c8789d0f5042c479cf0d0816b1bd5892b4b3ac4ce45e0821,P038 Lung Physical Exam Digital Clubbing.jpeg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P038 Lung Physical Exam Digital Clubbing.jpeg,P12 - Approach to Pulmonary Abnormalities | P16 - Mystery Illness Review Video,inspection | digital clubbing,"Clear clinical photograph of digital clubbing, an emphasized general-appearance finding."
252,0ac3dc0ff973564c2bb966d8941158993f97f3118c63b4b2b52274521d3a4d6f,P041 Respiratory Infections Pneumonia 01.jpeg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P041 Respiratory Infections Pneumonia 01.jpeg,P14 - Introduction to Pulmonary Pathophysiology,pneumonia | alveolar filling | respiratory infection,Simple alveolar diagram shows inflammatory filling of airspaces in pneumonia.
253,05012de2a3ec422b439dc184bee649093ee7ff06e612d5a582d733d35c71fdf3,P042 Bronchi and Bronchioles.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P042 Bronchi and Bronchioles.png,P17 - Introduction to Respiratory Pathophysiology,bronchus | bronchiole | conducting zone | respiratory zone,Maps conducting and respiratory zones from trachea through bronchioles to the alveolar duct.
254,381c1218898f159f6db10414562be8d820ca578681c548533929dfe6e6f7b2ab,P054 Cystic Fibrosis Pathophysiology 01.jpeg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P054 Cystic Fibrosis Pathophysiology 01.jpeg,P14 - Introduction to Pulmonary Pathophysiology,cystic fibrosis | CFTR | mucus clearance,Shows CFTR dysfunction and dehydrated mucus in a cystic fibrosis airway.
255,a5bd04d77cadd884b63088803b271a8363db632b0e5baf1a5bd857ecca4d6c85,P054 Surfactant.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P054 Surfactant.png,P17 - Introduction to Respiratory Pathophysiology,surfactant | alveolus | surface tension,Shows surfactant lining the alveolar surface and its relationship to the pulmonary microvasculature.
256,d6d6ee4a3ab9f8681c28a9004ac32c3e928bfc808e42ea64a1cd3b08d0e1a699,P059 Pneumoconiosis 01.jpeg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/P059 Pneumoconiosis 01.jpeg,P14 - Introduction to Pulmonary Pathophysiology,pneumoconiosis | silicosis | asbestosis,Pairs silicosis eggshell calcification with asbestos-related pleural plaques.
